ID,Gender,Race,Age_at_Release,Residence_PUMA,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
1466,1,1,45,13,4,0,1,1,1.5,10,6,2,3,5,5,1,0,3,4,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1467,1,1,40,8,5,0,3,3,3.5,7,6,2,1,2,5,0,0,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,2,0.978835979,1.546031746,0,0
1468,1,0,45,14,5,0,1,1,2.5,7,6,0,3,3,5,0,0,3,4,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0.868274583,0.677643785,0,1
1469,1,1,35,8,8,0,2,2,2.5,6,1,0,0,4,3,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,1,1.22979798,0,0
1470,1,0,45,7,10,1,1,1,3.5,6,0,1,4,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1471,1,1,40,16,5,0,0,0,0.5,5,6,3,1,2,5,1,1,2,4,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1472,1,1,55,4,2,0,0,0,3.5,7,1,2,4,1,2,0,0,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0
1473,1,1,35,4,4,0,3,3,0.5,10,6,3,5,1,5,1,0,3,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,1,3,0,0,1,1
1474,0,1,35,19,6,2,1,1,0.5,10,6,1,5,0,5,0,0,3,4,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.783798283,0,1
1475,1,1,30,25,6,2,3,3,1.5,10,6,3,5,2,5,0,0,2,4,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1
1476,1,1,35,5,5,1,3,3,2.5,7,6,3,4,1,5,1,1,2,4,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,3,0.399665552,0.610785953,0,0
1477,1,0,40,16,4,0,0,0,1.5,10,4,1,0,4,5,1,0,1,4,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,4,0,3,1,0,0,0,1
1478,1,1,55,17,3,1,3,3,3.5,6,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.635217391,0,0
1479,1,0,35,13,4,0,1,1,0.5,10,4,0,5,2,5,0,1,1,3,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1480,1,1,35,21,1,0,0,0,1.5,7,6,0,1,5,2,0,1,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0.809646856,0.314599483,0,0
1481,1,0,35,8,7,2,2,2,2.5,5,1,0,2,3,0,0,1,2,1,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.998272884,0.630829016,0,0
1482,1,0,35,19,3,0,3,3,0.5,10,6,0,0,5,5,0,1,3,3,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,5,0,0,1,2.93766756,0,1
1483,1,0,40,17,4,0,0,0,1.5,9,6,2,3,3,5,1,0,3,4,1,3,2,0,1,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,0,0,1
1484,1,1,35,8,6,2,2,2,1.5,7,3,0,1,3,2,1,0,3,4,1,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.332268371,1,0,1
1485,1,0,40,24,9,1,3,3,3.5,10,6,2,5,4,5,1,0,3,4,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0.685071575,1.120398773,1,0
1486,1,1,40,21,9,1,3,3,1.5,10,6,3,5,4,5,1,1,3,4,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1487,1,1,45,2,4,1,1,1,1.5,10,6,3,5,2,5,1,0,3,4,0,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1
1488,0,0,35,2,8,2,3,3,1.5,5,6,0,5,0,5,0,0,2,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.545611015,2.514629948,0,0
1489,1,0,55,24,2,0,0,0,1.5,3,6,0,0,1,4,0,0,2,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,10,0,0,0.995862069,0.503793103,0,0
1490,1,1,40,15,7,2,3,3,0.5,10,5,3,3,5,2,1,1,3,3,1,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.285714286,0.984501348,0,1
1491,1,1,30,25,7,0,3,3,3.5,10,0,0,2,5,1,0,0,3,1,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.956521739,0.467071611,0,0
1492,1,0,35,24,7,2,3,3,2.5,9,6,3,3,4,5,1,0,1,4,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.628415301,1,0,0
1493,1,1,35,11,6,0,3,3,2.5,9,5,1,1,5,3,0,1,3,4,0,0,2,1,0,1,1,0,1,1,0,0,0,0,0,3,0,0,3,0.399806389,0.707163601,0,1
1494,1,1,55,24,3,0,1,1,1.5,10,6,2,1,3,5,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0.926998841,0.423232908,1,0
1495,1,0,35,24,9,0,1,1,2.5,5,6,0,1,5,2,0,0,2,4,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,1,0,0,0,1
1496,0,0,40,10,6,2,3,3,1.5,10,6,1,5,3,4,0,0,3,3,1,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2.321504237,0,0
1497,1,1,40,23,6,0,0,0,1.5,10,6,0,5,0,2,0,0,3,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1498,1,1,35,19,7,2,0,0,1.5,7,3,1,0,5,3,0,1,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.901263823,0.577014218,0,0
1499,1,0,45,5,4,0,1,1,3.5,6,1,0,4,1,2,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,1,1,35,3,7,0,3,3,1.5,10,6,3,5,2,5,1,1,3,4,1,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.832911392,1.849367089,0,1
1501,1,0,55,17,1,0,1,1,1.5,9,6,1,1,5,4,0,1,2,4,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,6,0,1,0.731070496,0.953655352,1,1
1502,1,0,30,4,8,1,3,3,2.5,10,6,3,1,4,5,1,1,1,4,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,4,0,0,3,1,2,0,1
1503,1,1,30,19,7,2,0,0,1.5,10,6,2,5,0,5,0,1,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.298429319,0.956151832,0,1
1504,1,1,55,25,2,0,1,1,3.5,9,1,2,0,3,4,0,0,3,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
1505,1,1,30,20,10,1,1,1,3.5,1,2,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,6,0,3,0.039013196,0.209552496,0,1
1506,1,1,35,8,6,2,3,3,0.5,6,6,1,0,4,5,0,0,2,1,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,7,3,0,0.88909427,0.675138632,0,1
1507,0,0,40,21,6.082216088,1,0,0,3.5,10,6,0,5,4,3,0,0,3,3,0,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,9,0,2,1,1.521875,1,1
1508,1,0,30,7,9,1,2,2,3.5,8,5,0,4,4,5,0,0,3,4,0,3,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.5,1,0,1
1509,1,1,30,8,8,1,3,3,2.5,3,0,1,1,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0.542181623,0.196265449,1,0
1510,1,1,30,19,4,0,3,3,0.5,5,6,2,1,3,5,0,0,2,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,8,2,1,0,0,0,1
1511,1,1,40,9,7,2,3,3,2.5,7,5,2,1,5,2,0,0,1,2,1,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,6,0,0,0.692214112,0.444343066,0,1
1512,1,1,30,14,8,2,2,2,2.5,10,6,1,3,5,5,0,1,2,4,0,3,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1513,1,1,30,15,10,1,0,0,3.5,10,6,0,3,5,5,0,1,3,4,0,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,10,2,3,0.336948102,0.141460108,0,1
1514,1,1,35,8,4,0,3,3,1.5,8,6,0,3,5,5,0,0,0,4,0,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,6,0,1,0.404733728,0.432248521,1,1
1515,1,0,35,9,7,2,0,0,1.5,9,6,0,0,5,5,0,0,3,1,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.973434535,2.772296015,0,1
1516,1,1,30,23,8,0,0,0,1.5,10,6,2,4,5,5,0,0,2,2,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,1
1517,1,1,40,19,5,0,0,0,1.5,2,3,0,3,0,2,0,0,1,2,0,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,10,1,3,0.405341246,0.867062315,0,1
1518,0,1,45,4,5,0,2,2,0.5,10,6,3,4,5,5,1,0,3,4,1,2,2,0,1,0,0,1,1,0,0,0,0,0,1,4,1,2,0,0,0,0,1
1519,1,1,25,5,10,1,3,3,1.5,9,1,2,5,3,1,0,0,3,0,0,2,2,0,0,0,1,0,0,0,0,0,1,1,1,4,10,3,2,0,0,0,1
1520,1,0,35,8,9,0,3,3,2.5,9,2,0,5,0,2,0,1,3,2,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0.360230548,0.350864553,0,1
1521,1,1,45,4,5,0,3,3,0.5,10,3,2,5,3,5,1,0,3,3,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0.731239092,0.637434555,1,1
1522,1,0,55,9,3,0,3,3,0.5,10,6,3,4,2,4,1,1,3,4,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,8,3,1,1,0.958661417,0,1
1523,0,0,55,24,7,2,3,3,2.5,10,4,0,5,2,3,0,0,3,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,1,0,0,0,0
1525,1,1,40,17,8,2,3,3,3.5,10,1,2,3,5,3,0,0,3,1,0,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1526,1,1,35,1,5,0,3,3,3.5,7,3,2,5,0,2,1,0,2,1,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.376865672,0.194696162,0,1
1527,1,1,40,4,4,0,3,3,2.5,10,6,3,1,5,5,0,0,3,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,10,2,1,0.425389755,0.271158129,0,1
1528,1,0,55,2,8,0,0,0,3.5,10,6,3,5,5,5,0,0,3,4,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,1
1529,1,1,35,9,4,0,3,3,0.5,8,6,3,5,4,5,1,0,3,4,0,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1530,1,0,35,23,7,2,2,2,1.5,9,6,3,4,3,5,0,0,3,4,1,3,2,1,1,0,0,0,1,1,0,0,1,0,0,4,0,0,1,0,0,0,1
1531,1,1,30,6,8,2,1,1,2.5,10,3,0,0,5,4,0,1,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0.691819464,0.5151622,1,1
1532,1,0,40,12,3,0,3,3,0.5,10,6,1,4,1,5,1,0,3,4,0,3,1,1,0,0,0,0,0,0,0,0,1,0,1,4,0,0,3,0.597122302,1.751798561,0,1
1533,1,1,40,4,7,2,3,3,2.5,10,6,1,5,1,5,0,1,3,4,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1534,1,1,45,4,2,0,3,3,0.5,10,6,3,5,0,5,1,1,3,4,1,3,0,0,0,1,0,1,0,1,1,0,1,0,0,4,8,3,1,0,0,1,0
1535,1,1,30,8,6,1,1,1,3.5,6,4,1,0,3,4,0,1,2,2,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,10,3,3,1,4,0,1
1536,1,1,30,25,3,0,0,0,1.5,9,6,0,5,0,5,0,0,2,4,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.76975764,0,0
1537,1,1,45,22,1,0,1,1,0.5,6,6,3,2,1,5,1,1,3,4,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,10,3,0,1,0.77056962,0,1
1538,1,0,40,17,6,2,3,3,3.5,6,2,0,3,0,0,1,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0.683210137,0.385691658,0,1
1539,0,0,35,2,5,0,1,1,1.5,9,6,1,0,5,5,0,0,3,4,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,1,2,0,0
1541,1,1,35,4,10,1,2,2,1.5,5,6,2,2,2,5,1,1,2,4,1,0,2,1,1,1,0,0,1,0,0,0,1,0,1,4,6,1,3,0,0,0,0
1542,1,0,35,25,6,2,0,0,1.5,10,5,0,5,2,5,0,1,1,2,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2,0.212523719,0.693074004,0,1
1543,1,1,55,19,3,0,2,2,3.5,10,6,3,5,0,5,1,0,3,3,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.651426174,0.459626678,0,0
1544,1,1,35,4,5,0,2,2,0.5,10,6,3,5,1,5,1,1,3,4,1,3,0,0,1,0,0,0,1,0,0,0,0,0,1,4,10,3,0,0,0,1,0
1545,1,1,45,8,4,0,1,1,1.5,10,6,0,5,5,3,0,1,3,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.323308271,1,0,1
1546,1,0,45,1,4,0,0,0,1.5,9,6,1,3,2,5,0,0,1,3,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,1
1547,1,1,55,20,3,0,0,0,1.5,10,6,3,5,1,2,0,0,3,4,1,3,0,1,0,0,0,0,0,1,1,0,1,0,0,4,1,0,1,0,0,0,1
1548,1,1,30,13,9,1,2,2,3.5,6,6,0,3,2,5,0,0,2,4,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
1549,1,1,35,2,5,0,3,3,1.5,8,6,3,3,2,5,1,0,2,4,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1550,1,1,35,2,5,0,3,3,0.5,8,2,1,4,3,1,1,1,2,3,1,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,0.684334511,0.430212014,0,0
1551,1,1,30,2,6,1,0,0,3.5,3,3,1,2,0,2,0,0,2,4,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.193548387,1,0,0
1552,1,0,40,16,9,1,3,3,1.5,10,6,1,5,2,5,1,0,3,4,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0.975510204,1.490816327,0,1
1553,1,1,55,20,2,0,3,3,1.5,10,1,1,5,2,5,1,0,3,0,1,3,0,0,0,0,1,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0
1554,1,1,30,6,9,1,3,3,1.5,10,4,1,4,5,3,0,1,3,4,1,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1
1555,1,1,35,7,3,0,3,3,0.5,7,6,1,2,3,5,0,1,1,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,1,1.667808219,0,0
1556,1,0,30,17,7,2,3,3,0.5,10,6,3,4,2,5,1,1,3,4,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,7,1,3,1,3,0,1
1557,1,1,30,4,5,0,1,1,0.5,10,6,0,5,5,5,0,1,3,4,1,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1558,1,0,55,25,3,0,0,0,2.5,7,5,0,3,3,4,0,0,2,3,0,1,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1559,1,1,45,6,4,0,3,3,1.5,10,2,3,5,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.498316498,1,0,0
1560,1,0,55,1,5,0,0,0,1.5,10,6,3,5,4,2,0,1,2,3,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,1,1,0,0
1561,1,1,55,19,5,2,3,3,2.5,10,6,2,5,3,5,0,0,3,4,0,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,1,0.780448718,0,0
1562,1,0,40,12,4,0,2,2,0.5,10,6,3,5,5,3,1,0,3,4,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,2,6,0,3,0.904191617,1,0,1
1563,1,0,40,24,9,0,0,0,3.5,3,2,2,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0.877674163,0.40071311,0,0
1564,1,1,45,15,9,2,2,2,1.5,10,6,3,5,0,5,1,0,3,4,1,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0.987162162,1,0
1565,1,1,40,25,5,1,2,2,1.5,10,6,2,5,1,5,1,1,3,4,1,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,6,0,1,0.112796209,0.346208531,0,1
1566,1,1,40,20,5,0,3,3,3.5,8,6,0,0,5,4,0,0,2,4,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.596569724,0.136185682,0,0
1567,0,1,55,7,3,1,1,1,1.5,5,1,2,3,0,1,0,0,3,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1568,1,0,30,5,10,0,0,0,3.5,7,1,2,2,1,5,0,1,2,1,1,2,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,3,0.855018587,4,0,1
1569,1,0,35,23,4,0,3,3,0.5,3,1,0,1,2,1,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1
1570,1,0,55,3,8,0,0,0,2.5,10,6,0,5,4,5,0,1,3,4,0,3,1,0,0,0,0,0,1,1,0,0,0,1,0,4,10,3,0,0,0,1,0
1572,1,1,30,20,10,1,0,0,2.5,5,0,0,0,4,1,0,0,3,0,0,0,2,0,0,0,1,0,1,1,0,0,1,0,1,0,6,0,0,0.475728155,0.635217391,0,0
1573,1,0,30,6,6,2,2,2,1.5,7,1,1,1,4,2,0,1,3,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.423976608,0,0
1574,1,1,30,19,9,1,2,2,3.5,10,6,3,5,4,5,0,1,3,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1575,1,1,30,4,8,2,1,1,1.5,6,0,1,1,3,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,6,0,2,0,0,0,1
1576,0,0,35,14,5,0,3,3,0.5,3,5,0,3,2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,2,0.665966387,0.767331933,0,0
1577,1,0,55,22,2,0,0,0,0.5,2,6,0,5,0,5,0,0,1,4,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1578,1,1,40,11,1,0,1,1,3.5,10,4,1,5,0,3,1,0,3,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1579,0,0,55,24,6,0,1,1,1.5,10,5,2,5,5,2,0,0,1,3,1,3,2,0,0,0,0,0,1,1,0,0,1,0,0,0,7,0,1,0,0,1,1
1580,1,1,35,15,3,0,2,2,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0
1581,0,0,35,14,5,0,2,2,3.5,10,6,0,5,0,5,0,0,3,4,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,7,0,2,1,0.662885662,0,0
1583,1,0,30,17,10,1,0,0,2.5,7,6,0,2,4,4,0,0,3,4,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,6,0,3,0.949615115,0.766794962,0,0
1584,1,1,35,19,4,0,1,1,0.5,7,6,0,1,5,5,0,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
1585,1,1,35,11,10,0,3,3,3.5,10,6,3,4,5,5,0,1,2,4,1,2,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1
1586,1,1,35,12,6,2,1,1,0.5,10,6,1,0,4,5,0,0,3,4,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
1587,1,0,40,11,8,0,2,2,2.5,10,2,0,1,5,5,0,1,3,3,0,1,2,1,0,1,1,0,0,1,1,0,0,0,0,3,0,0,3,0,0,0,1
1588,1,1,45,5,6,2,1,1,0.5,9,5,0,4,3,5,0,0,3,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0
1589,0,0,45,16,5,0,0,0,1.5,7,2,0,4,0,4,0,0,2,2,0,2,1,0,0,0,0,0,1,1,0,0,1,1,1,4,10,3,0,0,0,0,1
1590,1,1,35,23,10,1,1,1,2.5,10,1,1,5,2,4,0,0,3,1,0,3,0,1,0,0,1,0,1,1,1,0,1,0,0,0,5,0,3,0.475728155,0.635217391,0,0
1591,1,1,55,23,2,0,2,2,3.5,7,6,1,5,2,3,0,0,3,4,1,2,0,1,0,0,0,0,1,1,1,1,0,0,0,0,7,0,1,1,2,0,0
1592,1,1,45,19,8,0,0,0,2.5,10,6,0,5,1,5,0,0,3,4,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0
1593,1,0,35,14,5,0,2,2,1.5,6,4,2,4,1,4,1,0,2,2,0,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1594,1,1,35,15,7,2,3,3,2.5,9,6,0,2,5,3,0,0,2,4,0,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0.949554896,0.867062315,0,1
1595,1,1,35,14,5,0,2,2,1.5,10,5,3,3,3,5,0,1,3,3,1,2,2,0,0,1,0,0,1,1,0,0,0,0,0,4,8,0,0,0,0.635217391,0,0
1596,1,1,40,16,3,0,0,0,0.5,10,6,3,5,1,5,1,1,3,4,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1
1597,1,0,55,10,5,0,0,0,0.5,10,6,3,4,4,5,0,0,3,4,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,4,10,1,0,0,0,0,0
1598,1,0,55,22,2,1,2,2,2.5,6,6,3,0,1,4,1,0,3,4,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.151326053,0.569812793,1,1
1599,1,0,35,12,8,0,2,2,1.5,9,3,1,5,0,3,0,0,3,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0
1600,1,1,55,11,4,0,2,2,2.5,10,6,3,5,5,4,0,0,3,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1601,1,0,30,21,9,0,0,0,3.5,6,4,3,5,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.131530706,0.334784601,1,1
1602,1,0,40,16,10,1,0,0,1.5,10,6,1,5,3,5,0,0,3,4,1,3,2,1,0,0,0,0,1,0,0,0,1,1,1,4,8,2,3,0.141914191,1.205445545,1,1
1603,1,1,45,14,3,0,0,0,0.5,10,3,3,1,3,5,0,1,2,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
1604,1,0,35,17,7,2,2,2,2.5,9,6,1,3,5,5,1,0,3,4,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.631687243,2.25462963,0,1
1605,1,1,35,25,9,1,3,3,1.5,6,6,3,0,2,5,1,1,3,4,1,0,2,1,1,1,1,0,0,1,0,0,0,0,0,4,6,2,2,1,2,0,1
1606,1,1,40,25,7,0,2,2,2.5,10,6,3,0,4,5,0,1,3,4,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1
1607,1,1,35,25,10,1,2,2,2.5,10,5,0,0,5,5,0,1,2,3,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,4,2,1,0.920426579,0.299630845,0,0
1608,1,1,35,18,7,2,2,2,1.5,8,6,0,2,3,5,0,0,3,2,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1609,1,0,45,20,3,0,1,1,0.5,10,6,1,5,0,3,1,0,2,4,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.705263158,0.961184211,1,1
1610,1,1,40,24,6,0,1,1,2.5,8,6,2,1,5,5,0,1,2,4,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,6,0,1,1,1.570967742,0,1
1611,1,0,55,7,6,1,3,3,3.5,10,6,3,5,1,5,0,0,3,3,1,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0.780448718,0,0
1612,1,0,30,24,7,0,3,3,1.5,6,6,2,1,3,5,0,0,2,3,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1
1613,1,1,30,25,5,0,1,1,0.5,8,4,0,1,5,4,0,1,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,1
1614,1,0,40,4,10,1,3,3,1.5,6,4,1,5,1,2,0,0,1,3,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,2,4,0,3,0.581439394,0.461174242,1,0
